alive_array,cells_alive,cells_dead,cells_dont_know,mitocohondria_distribution_array,mitocohondria_distribution_notsure,mitocohondria_grouped,mitocohondria_scattered,multinuclei,multinuclei_array,release_array,release_yes,remarks,task
"[[u'alive', 65, 338], [u'alive', 119, 358], [u'alive', 92, 254], [u'alive', 18, 182], [u'alive', 47, 113], [u'alive', 127, 116], [u'alive', 241, 18], [u'alive', 288, 164], [u'alive', 273, 213], [u'alive', 321, 295], [u'alive', 368, 289], [u'alive', 427, 309], [u'alive', 391, 356], [u'alive', 416, 198], [u'alive', 438, 79]]",15,0,0,"[[u'scattered', 400, 320], [u'scattered', 350, 315], [u'scattered', 276, 244], [u'scattered', 454, 191], [u'scattered', 345, 148], [u'scattered', 415, 18], [u'scattered', 151, 108], [u'scattered', 232, 34], [u'scattered', 137, 58], [u'scattered', 48, 107], [u'scattered', 38, 164], [u'scattered', 117, 238], [u'scattered', 212, 164], [u'scattered', 67, 349], [u'scattered', 110, 353]]",15,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-41-6
"[[u'alive', 40, 274], [u'alive', 64, 185], [u'alive', 125, 183], [u'alive', 98, 79], [u'alive', 47, 80], [u'alive', 499, 145], [u'dead', 487, 366], [u'dead', 457, 292], [u'dead', 498, 269]]",6,3,0,"[[u'scattered', 66, 283], [u'scattered', 123, 200], [u'scattered', 47, 162], [u'scattered', 84, 128], [u'scattered', 488, 155], [u'scattered', 187, 51], [u'grouped', 476, 269], [u'grouped', 460, 290], [u'grouped', 471, 370]]",9,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-10
"[[u'alive', 60, 270], [u'alive', 45, 176], [u'alive', 118, 191], [u'alive', 106, 142], [u'alive', 383, 354], [u'alive', 496, 220], [u'alive', 481, 176], [u'dead', 450, 339]]",7,1,0,"[[u'scattered', 74, 283], [u'scattered', 125, 215], [u'scattered', 76, 194], [u'scattered', 120, 115], [u'scattered', 460, 135], [u'scattered', 390, 348], [u'scattered', 466, 299], [u'grouped', 448, 331]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-17
"[[u'alive', 69, 263], [u'alive', 110, 197], [u'alive', 54, 181], [u'alive', 89, 139], [u'alive', 450, 147], [u'alive', 494, 205], [u'alive', 449, 333], [u'alive', 388, 354]]",8,0,0,"[[u'scattered', 400, 366], [u'scattered', 447, 322], [u'scattered', 483, 261], [u'scattered', 474, 185], [u'scattered', 88, 170], [u'scattered', 24, 174], [u'scattered', 107, 112], [u'scattered', 72, 229]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-25
"[[u'alive', 39, 288], [u'alive', 104, 217], [u'alive', 60, 184], [u'alive', 106, 149], [u'alive', 410, 159], [u'alive', 416, 316], [u'dead', 447, 358]]",6,1,0,"[[u'scattered', 88, 297], [u'scattered', 106, 228], [u'scattered', 7, 197], [u'scattered', 101, 126], [u'scattered', 486, 155], [u'scattered', 453, 290], [u'grouped', 465, 336]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-35
"[[u'alive', 38, 278], [u'alive', 96, 198], [u'alive', 24, 178], [u'alive', 80, 116], [u'alive', 483, 153], [u'dead', 332, 374]]",5,1,0,"[[u'grouped', 346, 360], [u'scattered', 38, 269], [u'scattered', 87, 214], [u'scattered', 41, 202], [u'scattered', 89, 122], [u'scattered', 451, 179]]",6,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-45
"[[u'alive', 51, 191], [u'alive', 40, 222], [u'alive', 120, 192], [u'alive', 94, 119], [u'alive', 495, 133], [u'alive', 467, 293], [u'alive', 495, 351]]",7,0,0,"[[u'grouped', 465, 284], [u'grouped', 497, 341], [u'scattered', 54, 267], [u'scattered', 116, 197], [u'scattered', 61, 189], [u'scattered', 110, 117], [u'scattered', 521, 122]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-9
"[[u'alive', 88, 304], [u'alive', 76, 283], [u'alive', 95, 187], [u'alive', 25, 108], [u'alive', 369, 324], [u'alive', 411, 284], [u'alive', 486, 290], [u'alive', 498, 61]]",8,0,0,"[[u'scattered', 100, 298], [u'scattered', 66, 272], [u'scattered', 86, 207], [u'scattered', 8, 111], [u'scattered', 353, 322], [u'scattered', 374, 292], [u'scattered', 476, 337], [u'scattered', 494, 42]]",8,0,0,1,"[[u'multinuclei', 75, 271]]",[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-18
"[[u'alive', 145, 39], [u'alive', 494, 53], [u'alive', 499, 110], [u'alive', 498, 321]]",4,0,0,"[[u'scattered', 507, 352], [u'scattered', 475, 189], [u'scattered', 476, 130], [u'scattered', 489, 26]]",4,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-4-31
"[[u'alive', 36, 353], [u'alive', 96, 345], [u'alive', 101, 222], [u'alive', 40, 201], [u'alive', 58, 113], [u'alive', 142, 119], [u'alive', 243, 48], [u'alive', 308, 185], [u'alive', 428, 88], [u'alive', 425, 171], [u'alive', 281, 240], [u'alive', 300, 249], [u'alive', 358, 295], [u'alive', 453, 291], [u'alive', 379, 376]]",15,0,0,"[[u'grouped', 80, 370], [u'grouped', 48, 357], [u'grouped', 94, 266], [u'grouped', 43, 199], [u'grouped', 56, 133], [u'grouped', 144, 116], [u'grouped', 228, 39], [u'grouped', 310, 140], [u'grouped', 285, 226], [u'grouped', 333, 254], [u'grouped', 358, 283], [u'grouped', 427, 294], [u'grouped', 420, 188], [u'grouped', 435, 85], [u'grouped', 399, 349]]",15,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-41-7
"[[u'alive', 142, 46], [u'alive', 181, 37], [u'alive', 505, 91], [u'alive', 498, 59]]",4,0,0,"[[u'grouped', 124, 59], [u'scattered', 166, 41], [u'scattered', 480, 77], [u'scattered', 475, 211]]",4,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-4-20
"[[u'alive', 51, 181], [u'alive', 133, 172], [u'alive', 97, 170], [u'alive', 77, 283], [u'alive', 415, 330], [u'alive', 495, 253], [u'alive', 483, 149], [u'dead', 449, 345]]",7,1,0,"[[u'grouped', 438, 337], [u'scattered', 389, 345], [u'scattered', 506, 223], [u'scattered', 478, 151], [u'scattered', 112, 125], [u'scattered', 75, 177], [u'scattered', 140, 167], [u'scattered', 51, 244]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-14
"[[u'alive', 72, 201], [u'alive', 127, 173], [u'alive', 118, 152], [u'alive', 59, 275], [u'alive', 379, 358], [u'alive', 474, 267], [u'alive', 474, 174], [u'dead', 472, 338]]",7,1,0,"[[u'scattered', 404, 356], [u'scattered', 503, 248], [u'scattered', 475, 178], [u'scattered', 159, 187], [u'scattered', 73, 178], [u'scattered', 127, 111], [u'scattered', 83, 248], [u'grouped', 467, 344]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-19
"[[u'alive', 114, 52], [u'alive', 488, 70], [u'alive', 505, 123]]",3,0,0,"[[u'grouped', 123, 100], [u'scattered', 470, 76], [u'scattered', 486, 127]]",3,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-4-21
"[[u'alive', 51, 282], [u'alive', 116, 219], [u'alive', 39, 188], [u'alive', 110, 104], [u'alive', 347, 368], [u'alive', 430, 352], [u'alive', 510, 225], [u'alive', 460, 177], [u'dead', 501, 307]]",8,1,0,"[[u'grouped', 518, 278], [u'scattered', 378, 362], [u'scattered', 412, 357], [u'scattered', 489, 238], [u'scattered', 467, 181], [u'scattered', 43, 247], [u'scattered', 141, 198], [u'scattered', 73, 184], [u'scattered', 119, 100]]",9,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-21
"[[u'alive', 65, 273], [u'alive', 108, 192], [u'alive', 42, 180], [u'alive', 95, 115], [u'alive', 387, 361], [u'alive', 452, 356], [u'alive', 491, 245], [u'alive', 461, 175]]",8,0,0,"[[u'scattered', 403, 359], [u'scattered', 454, 334], [u'scattered', 490, 229], [u'scattered', 472, 166], [u'scattered', 48, 257], [u'scattered', 89, 186], [u'scattered', 58, 177], [u'scattered', 113, 100]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-26
"[[u'alive', 438, 279], [u'alive', 479, 197], [u'alive', 92, 209], [u'alive', 56, 258], [u'alive', 61, 179], [u'alive', 98, 123], [u'dead', 458, 329]]",6,1,0,"[[u'grouped', 458, 331], [u'scattered', 448, 301], [u'scattered', 497, 128], [u'scattered', 127, 197], [u'scattered', 62, 240], [u'scattered', 94, 96], [u'scattered', 6, 202]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-33
"[[u'alive', 43, 273], [u'alive', 57, 214], [u'alive', 108, 201], [u'alive', 74, 123], [u'alive', 462, 178], [u'alive', 372, 367], [u'dead', 409, 380], [u'dead', 492, 364]]",6,2,0,"[[u'grouped', 425, 363], [u'grouped', 459, 367], [u'scattered', 400, 361], [u'scattered', 448, 156], [u'scattered', 126, 192], [u'scattered', 99, 124], [u'scattered', 56, 185], [u'scattered', 59, 249]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-39
"[[u'alive', 79, 115], [u'alive', 45, 184], [u'alive', 106, 198], [u'alive', 60, 270], [u'alive', 417, 184], [u'dead', 360, 376], [u'dead', 483, 373]]",5,2,0,"[[u'grouped', 366, 371], [u'grouped', 454, 384], [u'scattered', 55, 307], [u'scattered', 88, 251], [u'scattered', 49, 235], [u'scattered', 78, 133], [u'scattered', 469, 163]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-41
"[[u'alive', 52, 296], [u'alive', 90, 244], [u'alive', 51, 188], [u'alive', 89, 119], [u'alive', 464, 217], [u'dead', 372, 360], [u'dead', 435, 379]]",5,2,0,"[[u'grouped', 373, 365], [u'grouped', 448, 374], [u'scattered', 84, 304], [u'scattered', 108, 215], [u'scattered', 38, 188], [u'scattered', 103, 88], [u'scattered', 455, 177]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-42
"[[u'alive', 115, 54], [u'alive', 492, 45], [u'alive', 509, 98], [u'alive', 502, 319]]",4,0,0,"[[u'scattered', 488, 344], [u'scattered', 495, 103], [u'scattered', 482, 60], [u'scattered', 136, 61]]",4,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-4-26
"[[u'alive', 113, 58], [u'alive', 498, 48], [u'alive', 505, 99], [u'alive', 507, 333]]",4,0,0,"[[u'scattered', 504, 345], [u'scattered', 493, 113], [u'scattered', 472, 31], [u'scattered', 98, 41]]",4,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-4-28
"[[u'alive', 102, 351], [u'alive', 143, 34], [u'alive', 257, 21], [u'alive', 486, 113]]",4,0,0,"[[u'scattered', 117, 367], [u'scattered', 502, 340], [u'scattered', 494, 81], [u'scattered', 279, 14]]",4,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-4-2
"[[u'alive', 31, 388], [u'alive', 23, 308], [u'alive', 87, 218], [u'alive', 351, 346], [u'alive', 425, 267], [u'alive', 468, 309], [u'alive', 496, 95], [u'alive', 8, 118]]",8,0,0,"[[u'scattered', 49, 348], [u'scattered', 22, 304], [u'scattered', 86, 214], [u'scattered', 20, 133], [u'scattered', 358, 332], [u'scattered', 430, 290], [u'scattered', 477, 328], [u'scattered', 490, 89]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-10
"[[u'alive', 102, 198], [u'alive', 54, 286], [u'alive', 73, 333], [u'alive', 15, 114], [u'alive', 319, 354], [u'alive', 449, 284], [u'alive', 477, 295], [u'alive', 506, 69]]",8,0,0,"[[u'scattered', 69, 311], [u'scattered', 57, 291], [u'scattered', 82, 211], [u'scattered', 305, 344], [u'scattered', 441, 264], [u'scattered', 476, 343], [u'scattered', 483, 118], [u'scattered', 16, 116]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-15
"[[u'alive', 378, 355], [u'alive', 80, 325], [u'alive', 90, 276], [u'alive', 115, 215], [u'alive', 452, -3], [u'dead', 441, 261], [u'dead', 435, 271]]",5,2,0,"[[u'grouped', 430, 267], [u'grouped', 510, 286], [u'scattered', 318, 334], [u'scattered', 72, 283], [u'scattered', 72, 322], [u'scattered', 125, 193], [u'scattered', 470, 44]]",7,0,0,1,"[[u'multinuclei', 80, 249]]",[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-25
"[[u'alive', 92, 312], [u'alive', 92, 267], [u'alive', 103, 192], [u'alive', 328, 304], [u'alive', 492, 283], [u'alive', 468, 45], [u'dead', 440, 268]]",6,1,0,"[[u'grouped', 434, 249], [u'grouped', 440, 267], [u'grouped', 485, 292], [u'grouped', 452, 17], [u'scattered', 67, 318], [u'scattered', 64, 241], [u'scattered', 103, 218]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-28
"[[u'alive', 299, 293], [u'alive', 76, 308], [u'alive', 82, 268], [u'alive', 99, 213], [u'alive', 16, 103], [u'alive', 521, 140], [u'alive', 488, 56], [u'alive', 430, 285], [u'alive', 409, 216], [u'dead', 474, 309]]",9,1,0,"[[u'grouped', 508, 301], [u'grouped', 427, 306], [u'grouped', 422, 245], [u'scattered', 312, 288], [u'scattered', 99, 293], [u'scattered', 73, 268], [u'scattered', 115, 223], [u'scattered', 13, 137], [u'scattered', 459, 25], [u'scattered', 508, 140]]",10,0,0,1,"[[u'multinuclei', 91, 256]]",[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-31
"[[u'alive', 66, 254], [u'alive', 93, 216], [u'alive', 48, 193], [u'alive', 93, 128], [u'alive', 458, 192], [u'dead', 350, 375]]",5,1,0,"[[u'grouped', 337, 389], [u'scattered', 62, 276], [u'scattered', 108, 183], [u'scattered', 42, 184], [u'scattered', 83, 117], [u'scattered', 475, 191]]",6,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-47
"[[u'alive', 38, 254], [u'alive', 131, 188], [u'alive', 38, 164], [u'alive', 76, 113], [u'alive', 472, 172], [u'dead', 352, 377]]",5,1,0,"[[u'grouped', 346, 378], [u'scattered', 29, 254], [u'scattered', 81, 217], [u'scattered', 43, 200], [u'scattered', 89, 102], [u'scattered', 454, 154]]",6,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-49
"[[u'alive', 29, 243], [u'alive', 78, 175], [u'alive', 135, 176], [u'alive', 139, 140], [u'alive', 11, 69], [u'alive', 451, 294]]",6,0,0,"[[u'scattered', 50, 261], [u'scattered', 68, 190], [u'scattered', 127, 166], [u'scattered', 135, 132], [u'scattered', 29, 74], [u'scattered', 446, 317]]",6,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-4
"[[u'alive', 50, 226], [u'alive', 74, 191], [u'alive', 113, 182], [u'alive', 112, 118], [u'alive', 15, 72], [u'alive', 501, 132], [u'alive', 467, 292]]",7,0,0,"[[u'scattered', 434, 302], [u'scattered', 40, 272], [u'scattered', 111, 217], [u'scattered', 61, 188], [u'scattered', 100, 120], [u'scattered', 36, 78], [u'scattered', 491, 129]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-7
"[[u'alive', 54, 260], [u'alive', 114, 186], [u'alive', 55, 177], [u'alive', 92, 109], [u'alive', 36, 73], [u'alive', 496, 110], [u'dead', 464, 286], [u'dead', 496, 367]]",6,2,0,"[[u'grouped', 479, 289], [u'grouped', 496, 360], [u'scattered', 68, 265], [u'scattered', 127, 199], [u'scattered', 79, 184], [u'scattered', 107, 108], [u'scattered', 66, 65], [u'scattered', 479, 145]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-42-8
"[[u'alive', 130, 64], [u'alive', 505, 33], [u'alive', 511, 140], [u'alive', 502, 324]]",4,0,0,"[[u'scattered', 473, 333], [u'scattered', 486, 126], [u'scattered', 474, 57], [u'scattered', 126, 65]]",4,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-4-30
"[[u'alive', 111, 223], [u'alive', 5, 113], [u'alive', 322, 329], [u'alive', 414, 280], [u'alive', 500, 76], [u'dead', 502, 364], [u'dead', 35, 357]]",5,2,0,"[[u'grouped', 503, 359], [u'grouped', 64, 361], [u'scattered', 37, 302], [u'scattered', 63, 222], [u'scattered', 321, 324], [u'scattered', 409, 290], [u'scattered', 511, 53]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-11
"[[u'alive', 80, 301], [u'alive', 61, 284], [u'alive', 85, 174], [u'alive', 9, 99], [u'alive', 337, 367], [u'alive', 420, 289], [u'alive', 477, 324], [u'alive', 483, 76]]",8,0,0,"[[u'scattered', 92, 282], [u'scattered', 102, 216], [u'scattered', 349, 355], [u'scattered', 422, 281], [u'scattered', 472, 318], [u'scattered', 482, 84], [u'grouped', 516, 371], [u'grouped', 17, 109]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-16
"[[u'alive', 61, 335], [u'alive', 87, 283], [u'alive', 93, 214], [u'alive', 286, 320], [u'alive', 425, 280], [u'alive', 18, 127], [u'dead', 478, 310], [u'dead', 500, 87]]",6,2,0,"[[u'grouped', 511, 269], [u'grouped', 495, 96], [u'scattered', 425, 298], [u'scattered', 306, 332], [u'scattered', 78, 271], [u'scattered', 87, 207], [u'scattered', 8, 190], [u'scattered', 11, 121]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-20
"[[u'alive', 72, 317], [u'alive', 79, 292], [u'alive', 103, 209], [u'alive', 299, 335], [u'alive', 400, 300], [u'alive', 481, 83], [u'dead', 489, 346]]",6,1,0,"[[u'grouped', 489, 316], [u'scattered', 338, 341], [u'scattered', 410, 301], [u'scattered', 475, 51], [u'scattered', 17, 130], [u'scattered', 81, 186], [u'scattered', 77, 268]]",7,0,0,1,"[[u'multinuclei', 91, 268]]",[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-22
"[[u'alive', 98, 194], [u'alive', 12, 155], [u'alive', 46, 323], [u'alive', 362, 357], [u'alive', 441, 247], [u'alive', 489, 198], [u'dead', 505, 359]]",6,1,0,"[[u'scattered', 97, 205], [u'scattered', 25, 163], [u'scattered', 37, 322], [u'scattered', 335, 323], [u'scattered', 493, 317], [u'scattered', 508, 175], [u'scattered', 508, 175]]",7,0,0,1,"[[u'multinuclei', 351, 363]]",[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-1
"[[u'alive', 80, 301], [u'alive', 74, 317], [u'alive', 105, 208], [u'alive', 22, 135], [u'alive', 323, 359], [u'alive', 426, 283], [u'alive', 486, 310], [u'alive', 485, 80]]",8,0,0,"[[u'grouped', 492, 319], [u'scattered', 87, 303], [u'scattered', 91, 241], [u'scattered', 89, 193], [u'scattered', 301, 348], [u'scattered', 421, 255], [u'scattered', 486, 85], [u'scattered', 7, 96]]",8,0,0,1,"[[u'multinuclei', 85, 265]]",[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-21
"[[u'alive', 127, 58], [u'alive', 482, 56], [u'alive', 490, 136], [u'alive', 499, 318]]",4,0,0,"[[u'scattered', 500, 321], [u'scattered', 495, 171], [u'scattered', 494, 92], [u'scattered', 125, 47]]",4,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-4-33
"[[u'dead', 123, 234], [u'dead', 484, 302], [u'alive', 370, 272], [u'alive', 429, 242], [u'alive', 460, 282], [u'alive', 100, 302], [u'alive', 5, 99], [u'dead', 67, 280]]",5,3,0,"[[u'grouped', 511, 310], [u'grouped', 117, 225], [u'grouped', 21, 127], [u'grouped', 26, 205], [u'grouped', 87, 273], [u'grouped', 332, 270], [u'grouped', 440, 297], [u'grouped', 472, 201]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-42
"[[u'alive', 128, 228], [u'alive', 105, 302], [u'alive', 89, 209], [u'alive', 365, 270], [u'alive', 427, 269], [u'alive', 440, 217], [u'dead', 45, 257], [u'dead', 481, 284]]",6,2,0,"[[u'grouped', 125, 213], [u'grouped', 97, 203], [u'grouped', 478, 300], [u'scattered', 450, 315], [u'scattered', 441, 228], [u'scattered', 374, 274], [u'scattered', 67, 303], [u'scattered', 37, 234]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-46
"[[u'alive', 105, 288], [u'alive', 328, 268], [u'alive', 448, 293], [u'alive', 445, 253], [u'dead', 70, 267], [u'dead', 104, 221], [u'dead', 482, 309]]",4,3,0,"[[u'scattered', 97, 193], [u'scattered', 130, 206], [u'scattered', 486, 319], [u'grouped', 368, 282], [u'grouped', 421, 221], [u'grouped', 80, 306], [u'grouped', 49, 269]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-47
"[[u'alive', 33, 346], [u'alive', 95, 210], [u'alive', 9, 115], [u'alive', 308, 317], [u'alive', 463, 240], [u'alive', 502, 269], [u'alive', 500, 89], [u'alive', 502, 90]]",8,0,0,"[[u'scattered', 43, 347], [u'scattered', 82, 220], [u'scattered', 7, 124], [u'scattered', 322, 319], [u'scattered', 437, 288], [u'scattered', 508, 308], [u'scattered', 497, 118], [u'scattered', 476, 352]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-5
"[[u'alive', 129, 65], [u'alive', 492, 89], [u'alive', 488, 62], [u'alive', 514, 320]]",4,0,0,"[[u'scattered', 131, 45], [u'scattered', 448, 33], [u'scattered', 497, 126], [u'scattered', 497, 329]]",4,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-4-39
"[[u'dead', 235, 160], [u'dead', 338, 208], [u'dead', 468, 149], [u'dead', 454, 211], [u'alive', 87, 226], [u'alive', 216, 248], [u'alive', 283, 210], [u'alive', 286, 296], [u'alive', 345, 259], [u'alive', 378, 295], [u'alive', 459, 266], [u'alive', 406, 186], [u'alive', 380, 168], [u'alive', 291, 112], [u'alive', 320, 74], [u'alive', 372, 79], [u'alive', 340, 8], [u'alive', 407, 15], [u'alive', 492, 199], [u'alive', 475, 95]]",16,4,0,"[[u'grouped', 233, 180], [u'grouped', 433, 218], [u'grouped', 356, 206], [u'grouped', 456, 113], [u'grouped', 471, 86], [u'scattered', 96, 195], [u'scattered', 290, 301], [u'scattered', 330, 282], [u'scattered', 374, 294], [u'scattered', 258, 215], [u'scattered', 303, 134], [u'scattered', 322, 59], [u'scattered', 373, 74], [u'scattered', 411, 21], [u'scattered', 379, 154], [u'scattered', 421, 164], [u'scattered', 493, 202], [u'scattered', 466, 265], [u'scattered', 485, 141], [u'scattered', 7, 219]]",20,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-44-16
"[[u'alive', 340, 322], [u'alive', 85, 315], [u'alive', 97, 239], [u'alive', 103, 208], [u'alive', 32, 132], [u'alive', 463, 39], [u'dead', 493, 311], [u'dead', 438, 285]]",6,2,0,"[[u'grouped', 414, 270], [u'grouped', 497, 293], [u'scattered', 323, 316], [u'scattered', 104, 245], [u'scattered', 120, 190], [u'scattered', 465, 61], [u'scattered', 70, 296], [u'scattered', 15, 125]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-24
"[[u'alive', 116, 218], [u'alive', 97, 295], [u'alive', 348, 293], [u'alive', 66, 265], [u'alive', 461, 43], [u'alive', 491, 297], [u'alive', 441, 251], [u'alive', 435, 279]]",8,0,0,"[[u'grouped', 440, 278], [u'grouped', 425, 261], [u'grouped', 494, 291], [u'grouped', 471, 23], [u'scattered', 298, 295], [u'scattered', 41, 321], [u'scattered', 47, 251], [u'scattered', 92, 204]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-29
"[[u'alive', 54, 348], [u'alive', 88, 207], [u'alive', 24, 142], [u'alive', 308, 313], [u'alive', 473, 258], [u'alive', 508, 149], [u'alive', 504, 292], [u'dead', 496, 362]]",7,1,0,"[[u'grouped', 497, 358], [u'scattered', 62, 309], [u'scattered', 88, 208], [u'scattered', 296, 347], [u'scattered', 459, 252], [u'scattered', 505, 145], [u'scattered', 12, 144], [u'scattered', 508, 305]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-2
"[[u'alive', 128, 192], [u'alive', 78, 276], [u'alive', 83, 311], [u'alive', 323, 332], [u'alive', 430, 240], [u'alive', 435, 288], [u'alive', 507, 85], [u'alive', 422, 6], [u'dead', 496, 313]]",8,1,0,"[[u'grouped', 484, 309], [u'grouped', 442, 313], [u'grouped', 433, 247], [u'scattered', 294, 344], [u'scattered', 82, 319], [u'scattered', 71, 277], [u'scattered', 100, 222], [u'scattered', 460, 19], [u'scattered', 501, 75]]",9,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-35
"[[u'alive', 286, 308], [u'alive', 91, 209], [u'alive', 84, 315], [u'alive', 20, 130], [u'alive', 440, 296], [u'alive', 449, 249], [u'alive', 495, 58], [u'alive', 467, 14], [u'alive', 73, 290], [u'dead', 480, 304]]",9,1,0,"[[u'grouped', 486, 295], [u'grouped', 446, 312], [u'scattered', 302, 301], [u'scattered', 119, 218], [u'scattered', 98, 297], [u'scattered', 46, 283], [u'scattered', 12, 156], [u'scattered', 448, 258], [u'scattered', 477, 64], [u'scattered', 455, 24]]",10,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-38
"[[u'alive', 77, 301], [u'alive', 81, 246], [u'alive', 114, 197], [u'alive', 26, 108], [u'alive', 330, 290], [u'alive', 453, 247], [u'alive', 476, 58], [u'alive', 496, 65]]",8,0,0,"[[u'grouped', 320, 305], [u'grouped', 111, 229], [u'grouped', 77, 256], [u'grouped', 88, 282], [u'grouped', 10, 204], [u'grouped', 453, 261], [u'grouped', 462, 39], [u'grouped', 498, 66]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-40
"[[u'alive', 100, 305], [u'alive', 353, 305], [u'alive', 433, 225], [u'alive', 456, 296], [u'dead', 488, 307], [u'dead', 99, 193], [u'dead', 52, 240]]",4,3,0,"[[u'scattered', 424, 225], [u'scattered', 100, 300], [u'scattered', 105, 205], [u'scattered', 38, 228], [u'scattered', 20, 116], [u'grouped', 333, 294], [u'grouped', 474, 301]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-43-48
